Area,Age,Sex,Year at 30 June,Value,Flags
"Western Bay of Plenty district","65 years and over","Total people, sex","2014",9100,
"Western Bay of Plenty district","65 years and over","Total people, sex","2015",9500,
"Taupo district","65 years and over","Total people, sex","2015",6300,
"Waitomo district","65 years and over","Total people, sex","2015",1360,
"South Waikato district","65 years and over","Total people, sex","2015",3800,
"Otorohanga district","65 years and over","Total people, sex","2015",1340,
"Waipa district","65 years and over","Total people, sex","2015",8500,
"Hamilton city","65 years and over","Total people, sex","2015",18300,
"Hauraki district","65 years and over","Total people, sex","2015",4350,
"Thames-Coromandel district","65 years and over","Total people, sex","2015",8000,
"Matamata-Piako district","65 years and over","Total people, sex","2015",6200,
"Waikato district","65 years and over","Total people, sex","2015",8700,
"Auckland","65 years and over","Total people, sex","2015",184300,
"Franklin local board area","65 years and over","Total people, sex","2015",10200,
"Papakura local board area","65 years and over","Total people, sex","2015",5800,
"Manurewa local board area","65 years and over","Total people, sex","2015",7900,
"Otara-Papatoetoe local board area","65 years and over","Total people, sex","2015",7300,
"Howick local board area","65 years and over","Total people, sex","2015",18400,
"Mangere-Otahuhu local board area","65 years and over","Total people, sex","2015",6500,
"Mangere-Otahuhu local board area","65 years and over","Total people, sex","2016",6800,
"Howick local board area","65 years and over","Total people, sex","2016",19100,
"Otara-Papatoetoe local board area","65 years and over","Total people, sex","2016",7300,
"Manurewa local board area","65 years and over","Total people, sex","2016",8300,
"Papakura local board area","65 years and over","Total people, sex","2016",6100,
"Franklin local board area","65 years and over","Total people, sex","2016",10600,
"Auckland","65 years and over","Total people, sex","2016",190400,
"Waikato district","65 years and over","Total people, sex","2016",9100,
"Matamata-Piako district","65 years and over","Total people, sex","2016",6400,
"Thames-Coromandel district","65 years and over","Total people, sex","2016",8500,
"Hauraki district","65 years and over","Total people, sex","2016",4550,
"Hamilton city","65 years and over","Total people, sex","2016",18900,
"Waipa district","65 years and over","Total people, sex","2016",9000,
"Otorohanga district","65 years and over","Total people, sex","2016",1430,
"South Waikato district","65 years and over","Total people, sex","2016",3900,
"Waitomo district","65 years and over","Total people, sex","2016",1410,
"Taupo district","65 years and over","Total people, sex","2016",6600,
"Western Bay of Plenty district","65 years and over","Total people, sex","2016",10000,
"Western Bay of Plenty district","65 years and over","Total people, sex","2017",10500,
"Taupo district","65 years and over","Total people, sex","2017",6900,
"Waitomo district","65 years and over","Total people, sex","2017",1460,
"South Waikato district","65 years and over","Total people, sex","2017",4100,
"Otorohanga district","65 years and over","Total people, sex","2017",1500,
"Waipa district","65 years and over","Total people, sex","2017",9400,
"Hamilton city","65 years and over","Total people, sex","2017",19500,
"Hauraki district","65 years and over","Total people, sex","2017",4700,
"Thames-Coromandel district","65 years and over","Total people, sex","2017",8900,
"Matamata-Piako district","65 years and over","Total people, sex","2017",6700,
"Waikato district","65 years and over","Total people, sex","2017",9500,
"Auckland","65 years and over","Total people, sex","2017",196800,
"Franklin local board area","65 years and over","Total people, sex","2017",11200,
"Papakura local board area","65 years and over","Total people, sex","2017",6200,
"Manurewa local board area","65 years and over","Total people, sex","2017",8500,
"Otara-Papatoetoe local board area","65 years and over","Total people, sex","2017",7500,
"Howick local board area","65 years and over","Total people, sex","2017",19900,
"Mangere-Otahuhu local board area","65 years and over","Total people, sex","2017",7000,
"Rotorua district","65 years and over","Total people, sex","1996",6500,
"Whakatane district","65 years and over","Total people, sex","1996",3500,
"Kawerau district","65 years and over","Total people, sex","1996",490,
"Opotiki district","65 years and over","Total people, sex","1996",1030,
"Gisborne district","65 years and over","Total people, sex","1996",5200,
"Wairoa district","65 years and over","Total people, sex","1996",1000,
"Hastings district","65 years and over","Total people, sex","1996",8000,
"Napier city","65 years and over","Total people, sex","1996",8000,
"Central Hawke's Bay district","65 years and over","Total people, sex","1996",1500,
"New Plymouth district","65 years and over","Total people, sex","1996",9300,
"Stratford district","65 years and over","Total people, sex","1996",1270,
"South Taranaki district","65 years and over","Total people, sex","1996",3400,
"Ruapehu district","65 years and over","Total people, sex","1996",1400,
"Whanganui district","65 years and over","Total people, sex","1996",6900,
"Rangitikei district","65 years and over","Total people, sex","1996",1900,
"Manawatu district","65 years and over","Total people, sex","1996",3000,
"Palmerston North city","65 years and over","Total people, sex","1996",7800,
"Tararua district","65 years and over","Total people, sex","1996",2350,
"Horowhenua district","65 years and over","Total people, sex","1996",5200,
"Kapiti Coast district","65 years and over","Total people, sex","1996",8400,
"Porirua city","65 years and over","Total people, sex","1996",3300,
"Upper Hutt city","65 years and over","Total people, sex","1996",3900,
"Lower Hutt city","65 years and over","Total people, sex","1996",10300,
"Wellington city","65 years and over","Total people, sex","1996",14100,
"Masterton district","65 years and over","Total people, sex","1996",3300,
"Carterton district","65 years and over","Total people, sex","1996",950,
"South Wairarapa district","65 years and over","Total people, sex","1996",1240,
"Tasman district","65 years and over","Total people, sex","1996",4800,
"Nelson city","65 years and over","Total people, sex","1996",5800,
"Marlborough district","65 years and over","Total people, sex","1996",5600,
"Kaikoura district","65 years and over","Total people, sex","1996",510,
"Buller district","65 years and over","Total people, sex","1996",1400,
"Grey district","65 years and over","Total people, sex","1996",1650,
"Westland district","65 years and over","Total people, sex","1996",970,
"Hurunui district","65 years and over","Total people, sex","1996",1170,
"Waimakariri district","65 years and over","Total people, sex","1996",3900,
"Waimakariri district","65 years and over","Total people, sex","2001",4600,
"Hurunui district","65 years and over","Total people, sex","2001",1350,
"Westland district","65 years and over","Total people, sex","2001",980,
"Grey district","65 years and over","Total people, sex","2001",1700,
"Buller district","65 years and over","Total people, sex","2001",1460,
"Kaikoura district","65 years and over","Total people, sex","2001",550,
"Marlborough district","65 years and over","Total people, sex","2001",6300,
"Nelson city","65 years and over","Total people, sex","2001",6100,
"Tasman district","65 years and over","Total people, sex","2001",5500,
"South Wairarapa district","65 years and over","Total people, sex","2001",1300,
"Carterton district","65 years and over","Total people, sex","2001",1000,
"Masterton district","65 years and over","Total people, sex","2001",3600,
"Wellington city","65 years and over","Total people, sex","2001",14600,
"Lower Hutt city","65 years and over","Total people, sex","2001",10200,
